No,KoreanName,EnglishName,KCD,VCode,Support,UnmatchedReason
548,손발톱무릎뼈 증후군,Nail patella syndrome,Q87.2,V243,의료비(급여부분),no_primary_specialty
547,송과선 기능이상,Pineal gland dysfunction,E34.8,V166,의료비(급여부분),no_conservative_match
545,수근반달뼈의 골연골증(연소성)[킨뵉],Osteochondrosis (juvenile) of carpal lunate [Kienbock],M92.2,V299,의료비(급여부분),no_conservative_match
544,수두증을 동반한 상세불명의 이분척추,Unspecified spina bifida with hydrocephalus,Q05.4,V179,의료비(급여부분),no_conservative_match
543,수두증을 동반한 이분경추,Cervical spina bifida with hydrocephalus,Q05.0,V179,의료비(급여부분),no_conservative_match
542,수두증을 동반한 이분요천추,Lumbosacral spina bifida with hydrocephalus,Q05.2,V179,의료비(급여부분),no_conservative_match
541,수두증을 동반한 이분요추,Lumbar spina bifida with hydrocephalus,Q05.2,V179,의료비(급여부분),no_conservative_match
540,수두증을 동반한 이분척추,Dorsal spina bifida with hydrocephalus,Q05.1,V179,의료비(급여부분),no_conservative_match
539,수두증을 동반한 이분천추,Sacral spina bifida with hydrocephalus,Q05.3,V179,의료비(급여부분),no_conservative_match
538,수두증을 동반한 이분흉요추,Thoracolumbar spina bifida with hydrocephalus,Q05.1,V179,의료비(급여부분),no_conservative_match
537,수두증을 동반한 이분흉추,Thoracic spina bifida with hydrocephalus,Q05.1,V179,의료비(급여부분),no_conservative_match
536,수두증이 없는 이분경추,Cervical spina bifida without hydrocephalus,Q05.5,V179,의료비(급여부분),no_conservative_match
535,수두증이 없는 이분요추,Lumbar spina bifida without hydrocephalus,Q05.7,V179,의료비(급여부분),no_conservative_match
534,수두증이 없는 이분천골,Sacral spina bifida without hydrocephalus,Q05.8,V179,의료비(급여부분),no_conservative_match
533,수두증이 없는 이분흉추,Thoracic spina bifida without hydrocephalus,Q05.6,V179,의료비(급여부분),no_conservative_match
532,수정혈관전위,Corrected transposition,Q20.5,V144,의료비(급여부분),no_conservative_match
531,수초 희소돌기아교세포 당단백질 항체 관련 질환,Myelin oligodendrocyte glycoprotein antibody associated diseases [MOGAD],G37.8,V900,의료비(급여부분),no_conservative_match
529,숙신알데히드 탈수소효소 결핍(증),Succinic semialdehyde dehydrogenase deficiency (SSADHD),E72.8,V900,의료비(급여부분),no_conservative_match
526,쉬프린첸-골드베르그 증후군,Shprintzen-Goldberg syndrome,없음,V900,의료비(급여부분),no_primary_specialty
524,쉰젤 기드온 증후군,Schinzel Giedion syndrome,없음,V900,의료비(급여부분),no_primary_specialty
523,슈바크만-다이아몬드 증후군,Schwachman-Diamond syndrome,없음,V900,의료비(급여부분),no_conservative_match
522,스미스-렘리-오피츠 증후군,Smith-Lemli-Opitz syndrome,Q87.1,V158,의료비(급여부분),no_primary_specialty
521,스미스-마제니스 증후군,Smith-Magenis syndrome,Q93.5,V217,의료비(급여부분),no_primary_specialty
518,스타르가르트병,Stargardt’s disease,H35.58,V209,의료비(급여부분),no_conservative_match
517,스터지-베버(-디미트리) 증후군,Sturge-Weber(-Dimitri) syndrome,Q85.8,V216,의료비(급여부분),no_primary_specialty
516,스티클러 증후군,Sticklers syndrome,Q87.0,V900,의료비(급여부분),no_conservative_match
515,스필마이어-보그트병,Spielmeyer-Vogt’s disease,E75.4,V117,의료비(급여부분),no_conservative_match
509,시스틴축적병,Cystine storage disease,E72.0,V117,의료비(급여부분),no_conservative_match
508,시신경척수염[데빅병],Neuromyelitis optica[Devic],G36.0,V276,의료비(급여부분),no_conservative_match
507,시알산증[뮤코지질증Ⅰ],Sialidosis[mucolipidosisⅠ],E77.1,V117,의료비(급여부분),no_conservative_match
505,시트룰린혈증,Citrullinaemia,E72.2,V117,"의료비(급여부분), 특수분유 및 저단백즉석밥",no_conservative_match
503,신경근육긴장[아이작스],Neuromyotonia[Isaacs],G71.1,V012,"의료비(급여부분), 간병비, 인공호흡기 및 기침유발기, 보조기기 구입비",no_conservative_match
502,신경눈심장비뇨생식계 증후군,Neurooculocardiogenitourinary syndrome,없음,V900,의료비(급여부분),no_primary_specialty
501,신경병성 유전가족성 아밀로이드증,Neuropathic heredofamilial amyloidosis,E85.1,V121,의료비(급여부분),no_conservative_match
500,신경섬유종증(비악성),Neurofibromatosis (nonmalignant),Q85.0,V156,의료비(급여부분),no_conservative_match
499,"신경섬유종증(비악성) 1형, 2형","Neurofibromatosis(nonmalignant) type 1, type 2",Q85.0,V156,의료비(급여부분),no_conservative_match
497,신생아의 호흡곤란증후군,Respiratory distress syndrome of newborn,P22.0,V142,의료비(급여부분),no_conservative_match
495,신세뇨관-간질성 장애을(를) 동반한 쉐그렌증후군,Sjogren’s syndrome with renal tubulo-interstitial disorder,M35.0,V139,의료비(급여부분),no_conservative_match
494,신장 안결손 증후군,Renal coloboma syndrome,없음,V900,의료비(급여부분),no_primary_specialty
493,신장병증을 동반하는 다중심 수근골 족근골 골용해 증후군,Multicentric Carpo-tarsal Osteolysis with nephropathy syndrome,없음,V900,의료비(급여부분),no_conservative_match
491,신장침범 동반 전신홍반루푸스,Systemic lupus erythematosus with kidney involvement,M32.1,V136,의료비(급여부분),no_conservative_match
490,심내막심근(열대성)섬유증,Endomyocardial(tropical) fibrosis,I42.3,V127,의료비(급여부분),no_conservative_match
489,심내막심근(호산구성)병,Endomyocardial(eosinophilic) disease,I42.3,V127,의료비(급여부분),no_conservative_match
488,심내막염 동반 전신홍반루푸스,Systemic lupus erythematosus with endocarditis,M32.1,V136,의료비(급여부분),no_conservative_match
487,심내막융기결손,Endocardial cushion defect,Q21.2,V269,의료비(급여부분),no_conservative_match
485,심방부속물의 이성질현상,Isomerism of atrial appendages,Q20.6,V900,의료비(급여부분),no_conservative_match
484,심실내번,Ventricular inversion,Q20.5,V144,의료비(급여부분),no_conservative_match
483,심실대혈관연결불일치,Discordant ventriculoarterial connection,Q20.3,V144,의료비(급여부분),no_conservative_match
482,심장글리코젠증,Cardiac glycogenosis,E74.0,V117,"의료비(급여부분), 간병비, 인공호흡기 및 기침유발기, 보조기기 구입비",no_conservative_match
480,심한 림프선병증을 동반한 동조직구증,Sinus histiocytosis with massive lymph- adenopathy,D76.3,V110,의료비(급여부분),no_conservative_match
479,아가미-귀-신장 증후군,Branchiootorenal syndrome,Q87.8,V900,의료비(급여부분),no_primary_specialty
478,아급성 괴사성 뇌병증[리이],Subacute necrotizing encephalopathy[Leigh],G31.81,V208,의료비(급여부분),no_conservative_match
477,아급성 해면모양뇌병증,Subacute spongiform encephalopathy,A81.0,V102,의료비(급여부분),no_conservative_match
476,아놀드-키아리증후군,Arnold-Chiari syndrome,Q07.0,V143,의료비(급여부분),no_conservative_match
475,아데노신탈아미노효소결핍,Adenosine deaminase[ADA] deficiency,D81.3,V111,의료비(급여부분),no_conservative_match
474,아르볼레다-탐 증후군[KAT6A 증후군],Arboleda-Tham syndrome[KAT6A syndrome],없음,V900,의료비(급여부분),no_conservative_match
473,아르스코그 증후군,Aarskog syndrome,Q87.1,V158,의료비(급여부분),no_primary_specialty
471,아르지닌혈증,Argininaemia,E72.2,V117,"의료비(급여부분), 특수분유 및 저단백즉석밥",no_conservative_match
470,아미노산운반장애,Disorders of amino-acid transport,E72.0,V117,의료비(급여부분),no_conservative_match
466,아이메-그리프 증후군,Aymé-Gripp syndrome,없음,V900,의료비(급여부분),no_primary_specialty
465,아이소발레린산혈증,Isovaleric acidaemia,E71.1,V117,"의료비(급여부분), 특수분유 및 저단백즉석밥",no_conservative_match
464,아이젠멘거결손,Eisenmenger’s defect,Q21.8,V226,의료비(급여부분),no_conservative_match
463,아이젠멘거복합,Eisenmenger’s complex,I27.8,V226,의료비(급여부분),no_conservative_match
462,아이젠멘거증후군,Eisenmenger’s syndrome,I27.8,V226,의료비(급여부분),no_conservative_match
460,아이펙스 증후군,IPEx syndrome,없음,V900,의료비(급여부분),no_conservative_match
459,아텔로스테오제네시스,Atelosteogenesis,없음,V900,의료비(급여부분),no_conservative_match
458,아황산염산화효소결핍,Sulfite oxidase deficiency,E72.1,V117,의료비(급여부분),no_conservative_match
457,악센펠트-리이거 증후군,Axenfeld-Rieger syndrome,Q13.8,V900,의료비(급여부분),no_primary_specialty
456,안데르센병,Andersen’s disease,E74.0,V117,"의료비(급여부분), 간병비, 인공호흡기 및 기침유발기, 보조기기 구입비, 옥수수전분",no_conservative_match
454,안와의 림프관종,Orbit lymphangioma,D18.1,V900,의료비(급여부분),no_conservative_match
453,안치지의 형성이상,Oculodentodigital dysplasia,Q87.0,V185,의료비(급여부분),name_code_conflict
452,알라질증후군,Alagille’s syndrome,Q44.7,V900,의료비(급여부분),no_conservative_match
449,알베르스-쇤베르그증후군,Albers-Schönberg syndrome,Q78.2,V229,의료비(급여부분),no_conservative_match
448,알스트롬 증후군,Alstrom syndrome,Q87.8,V900,의료비(급여부분),name_code_conflict
446,알파-1-항트립신결핍,α-1-Antitrypsin deficiency,E88.0,V900,의료비(급여부분),no_conservative_match
445,알파지중해빈혈,Alpha thalassaemia,D56.0,V232,의료비(급여부분),no_conservative_match
442,애디슨병,Addison’s disease,E27.1,V116,의료비(급여부분),no_conservative_match
441,앤틀리-빅슬러 증후군,Antley-Bixler syndrome,없음,V900,의료비(급여부분),no_primary_specialty
440,야콥센 증후군(11장완 말단부 결손 증후군),Jacobsen syndrome(11q distal deletion syndrome),Q87.0,V900,의료비(급여부분),no_conservative_match
439,얀스키-빌쇼스키병,Jansky-Bielschowsky’s disease,E75.4,V117,의료비(급여부분),no_conservative_match
438,양성 점막유사천포창,Benign mucous membrane pemphigoid,L12.1,V212,의료비(급여부분),no_conservative_match
437,양성[베커] 근디스트로피,Benign [Becker] muscular dystrophy,G71.0,V012,"의료비(급여부분), 간병비, 인공호흡기 및 기침유발기, 보조기기 구입비",no_conservative_match
435,어깨고관절 점상 연골형성이상(1형-3형),Rhizomelic chondrodysplasia punctata(type 1-3),Q77.3,V228,의료비(급여부분),no_conservative_match
434,어깨종아리 근디스트로피,Scapuloperoneal muscular dystrophy,G71.0,V012,"의료비(급여부분), 간병비, 인공호흡기 및 기침유발기, 보조기기 구입비",no_conservative_match
433,어깨종아리형 척수성 근위축,Scapuloperoneal form spinal muscular atrophy,G12.1,V123,"의료비(급여부분), 간병비, 인공호흡기 및 기침유발기, 보조기기 구입비",no_conservative_match
431,얼브라이트(-맥쿤)(-스턴버그)증후군,Albright(-McCune)(-Sternberg) syndrome,Q78.1,V154,의료비(급여부분),no_conservative_match
428,에브스타인이상,Ebstein anomaly,Q22.5,V146,의료비(급여부분),no_conservative_match
427,에필로이아,Epiloia,Q85.1,V204,의료비(급여부분),no_conservative_match
423,엠마누엘 증후군,Emanuel syndrome,없음,V900,의료비(급여부분),no_specialty_membership
422,엡스타인-바르바이러스에 대한 유전성 결손반응에 따른 면역결핍,Immunodeficiency following hereditary defective response to Epstein-Barr virus,D82.3,V111,의료비(급여부분),no_conservative_match
421,여성 한정 X-연관 증후군성 지적발달장애,"Intellectual developmental disorder, X-linked, syndromic, female-restricted",없음,V900,의료비(급여부분),no_conservative_match
416,연골형성장애성 근긴장증,Chondrodystrophic myotonia,G71.1,V012,"의료비(급여부분), 간병비, 인공호흡기 및 기침유발기, 보조기기 구입비",no_conservative_match
414,연소성 강직척추염,Juvenile ankylosing spondylitis,M08.1,V133,의료비(급여부분),no_conservative_match
413,연소성 골연화증,Juvenile osteomalacia,E55.0,V207,의료비(급여부분),no_conservative_match
412,연소성 다발동맥염,Juvenile polyarteritis,M30.2,V134,의료비(급여부분),no_conservative_match
411,연소성 류마티스관절염,Juvenile rheumatoid arthritis,M08.0,V133,의료비(급여부분),name_code_conflict
409,연소형 GM₂-강글리오시드증,Juvenile GM₂gangliosidosis,E75.0,V117,의료비(급여부분),no_conservative_match
408,"연소형, Ⅲ형[쿠겔베르그-벨란더] 척수성 근위축","Juvenile form, typeⅢ [Kugelberg-Welander] spinal muscular atrophy",G12.1,V123,"의료비(급여부분), 간병비, 인공호흡기 및 기침유발기, 보조기기 구입비",no_conservative_match
407,열성[베커] 선천성 근긴장증,Recessive[Becker] myotonia congenita,G71.1,V012,"의료비(급여부분), 간병비, 인공호흡기 및 기침유발기, 보조기기 구입비",no_conservative_match
406,염류소실 선천성 부신증식증,Salt-losing congenital adrenal hyperplasia,E25.0,V115,의료비(급여부분),no_conservative_match
405,영아 무형성(순수)적혈구,"Aplasia, (pure) red cell (of) infants",D61.0,V023,의료비(급여부분),no_conservative_match
404,영아 유전성 무과립구증,Infantile genetic agranulocytosis,D70,V108,의료비(급여부분),no_conservative_match
403,영아골연화증,Infantile osteomalacia,E55.0,V207,의료비(급여부분),no_conservative_match
402,영아기 발병 STING 연관 혈관증,STING associated vasculopahty with onset in infancy[SAVI],없음,V900,의료비(급여부분),no_conservative_match
399,"영아척수성 근위축, I형[베르드니히-호프만]","Infantile spinal muscular atrophy, type Ⅰ[Werdnig-Hoffman]",G12.0,V123,"의료비(급여부분), 간병비, 인공호흡기 및 기침유발기, 보조기기 구입비",no_conservative_match
397,오도널-루리아-로단 증후군,O'Donnell-Luria-Rodan syndrome,없음,V900,의료비(급여부분),no_conservative_match
396,오르니틴대사장애,Disorders of ornithine metabolism,E72.4,V117,"의료비(급여부분), 특수분유 및 저단백즉석밥",no_conservative_match
394,"오르니틴혈증(Ⅰ, Ⅱ형)","Ornithinaemia (typesⅠ, Ⅱ)",E72.4,V117,"의료비(급여부분), 특수분유 및 저단백즉석밥",no_conservative_match
392,오우렌병,Owren’s disease,D68.2,V009,의료비(급여부분),no_conservative_match
390,옥살산뇨,Oxaluria,E74.8,V117,의료비(급여부분),no_conservative_match
389,올리에르병,Ollier’s disease,Q78.4,V230,의료비(급여부분),no_conservative_match
388,와이번메이슨증후군,Wyburn Mason syndrome,Q28.2,V900,의료비(급여부분),no_conservative_match
387,요소회로대사장애,Disorders of urea cycle metabolism,E72.2,V117,"의료비(급여부분), 특수분유 및 저단백즉석밥",no_conservative_match
386,요정증[랍슨-멘덴홀 증후군],Leprechaunism [Rabson-Mendenhall syndrome],E34.8,V900,의료비(급여부분),no_conservative_match
385,용혈성 비구상적혈구성 (유전성) Ⅱ형 빈혈,"Haemolytic nonspherocytic (hereditary), type Ⅱ anaemia",D55.2,V164,의료비(급여부분),no_conservative_match
384,우성[톰슨] 선천성 근긴장증,Dominant[Thomsen] myotonia congenita,G71.1,V012,"의료비(급여부분), 간병비, 인공호흡기 및 기침유발기, 보조기기 구입비",no_conservative_match
382,워버그-시노티 증후군,Warburg-Cinotti syndrome,없음,V900,의료비(급여부분),no_conservative_match
381,워커-워버그 증후군,Walker-Warburg syndrome,G71.2,V900,의료비(급여부분),name_code_conflict
380,원발 진행형 다발경화증,Primary progressive multiple sclerosis,G35.1,V022,"의료비(급여부분), 간병비, 인공호흡기 및 기침유발기, 보조기기 구입비",no_conservative_match
377,원발성 무감마글로불린혈증,"Agammaglobulinemia, primary",D80.0,V111,의료비(급여부분),no_conservative_match
376,원발성 무형성(순수)적혈구,"Aplasia, (pure) red cell (of) primary",D61.0,V023,의료비(급여부분),no_conservative_match
375,원발성 부신피질부전,Primary adrenocortical insufficiency,E27.1,V116,의료비(급여부분),no_conservative_match
374,원발성 파킨슨증 또는 파킨슨병,Primary Parkinsonism or Parkinson’s disease,G20,V124,의료비(급여부분),no_conservative_match
373,원발성 폐동맥고혈압,Primary Pulmonary hypertension,I27.0,V202,의료비(급여부분),no_conservative_match
372,원발성 한랭응집소병,Primary cold agglutinin disease,없음,V900,의료비(급여부분),no_conservative_match
371,원위 척수성 근위축,Distal spinal muscular atrophy,G12.1,V123,"의료비(급여부분), 간병비, 인공호흡기 및 기침유발기, 보조기기 구입비",name_code_conflict
370,원위성 근디스트로피,Distal muscular dystrophy,G71.0,V012,"의료비(급여부분), 간병비, 인공호흡기 및 기침유발기, 보조기기 구입비",name_code_conflict
369,원위장폐쇄증후군,Distal intestinal obstruction syndrome,E84.1,V120,의료비(급여부분),no_conservative_match
367,월만병,Wolman’s disease,E75.5,V117,의료비(급여부분),no_conservative_match
366,월프-허쉬호른증후군,Wolff-Hirschorn syndrome,Q93.3,V900,의료비(급여부분),no_conservative_match
365,웨스트증후군,West’s syndrome,G40.4,V233,의료비(급여부분),no_conservative_match
364,위버 증후군,Weaver syndrome,Q87.3,V244,의료비(급여부분),no_primary_specialty
363,윌리엄스 증후군,William’s syndrome,Q93.5,V217,의료비(급여부분),name_code_conflict
362,윌슨병,Wilson’s disease,E83.0,V119,의료비(급여부분),no_conservative_match
360,유전성 근육병증 NOS,Hereditary myopathy NOS,G71.9,V012,"의료비(급여부분), 간병비, 인공호흡기 및 기침유발기, 보조기기 구입비",no_conservative_match
359,유전성 다발외골증,Hereditary multiple exostoses,Q78.6,V242,의료비(급여부분),no_conservative_match
358,유전성 림프부종,Hereditary lymphoedema,Q82.0,V900,의료비(급여부분),no_conservative_match
357,유전성 만성 췌장염,Hereditary chronic pancreatitis,없음,V900,의료비(급여부분),no_conservative_match
356,유전성 소뇌의 변성,Hereditary cerebellar degeneration,G11.9,V123,"의료비(급여부분), 간병비, 인공호흡기 및 기침유발기, 보조기기 구입비",no_conservative_match
355,유전성 소뇌의 병,Hereditary cerebellar disease,G11.9,V123,"의료비(급여부분), 간병비, 인공호흡기 및 기침유발기, 보조기기 구입비",no_conservative_match
353,유전성 소뇌의 증후군,Hereditary cerebellar syndrome,G11.9,V123,"의료비(급여부분), 간병비, 인공호흡기 및 기침유발기, 보조기기 구입비",no_conservative_match
349,유전성 저감마글로불린혈증,Hereditary hypogammaglobulinaemia,D80.0,V111,의료비(급여부분),no_conservative_match
348,유전성 제11인자결핍,Hereditary factor ⅩⅠ deficiency,D68.1,V009,의료비(급여부분),no_conservative_match
347,유전성 제8인자결핍,Hereditary factor Ⅷ deficiency,D66,V009,의료비(급여부분),no_conservative_match
346,유전성 제9인자결핍,Hereditary factor Ⅸ deficiency,D67,V009,의료비(급여부분),no_conservative_match
345,유전성 출혈성 모세혈관확장증,Hereditary haemorrhagic telangiectasia,I78.0,V297,의료비(급여부분),no_conservative_match
343,유전성 혈소판감소증,Hereditary thrombocytopenia,D69.4,V900,의료비(급여부분),no_conservative_match
342,유황함유아미노산대사장애,Disorders of sulfur-bearing amino-acid metabolism,E72.1,V117,"의료비(급여부분), 특수분유 및 저단백즉석밥",no_conservative_match
340,이분요천추 NOS,Lumbosacral spina bifida NOS,Q05.7,V179,의료비(급여부분),no_conservative_match
339,이분척추 NOS,Dorsal spina bifida NOS,Q05.6,V179,의료비(급여부분),no_conservative_match
338,이분흉요추 NOS,Thoracolumbar spina bifida NOS,Q05.6,V179,의료비(급여부분),no_conservative_match
337,이상조혈성 빈혈(선천성),Dyshaematopoietic anaemia(congenital),D64.4,V220,의료비(급여부분),no_conservative_match
336,이상피브리노젠혈증(선천성),Dysfibrinogenaemia (congenital),D68.2,V009,의료비(급여부분),no_conservative_match
335,이상형태성 얼굴 및 원위 골 이상을 동반한 신경발달 장애,Neurodevelopmental disorder with dysmorphic facies and distal skeletal anomalies,없음,V900,의료비(급여부분),no_conservative_match
334,이상형태성 얼굴 및 자폐증을 동반 또는 동반하지 않는 발달지연,Developmental delay with or without dysmorphic facies and autism,없음,V900,의료비(급여부분),no_conservative_match
333,이소성 부신피질자극호르몬증후군,Ectopic ACTH syndrome,E24.3,V114,의료비(급여부분),no_conservative_match
331,이완불능증,Achalasia,K22.0,V315,의료비(급여부분),no_conservative_match
328,이차 진행형 다발경화증,Secondary progressive multiple sclerosis,G35.2,V022,"의료비(급여부분), 간병비, 인공호흡기 및 기침유발기, 보조기기 구입비",no_conservative_match
327,이첨대동맥판막,Bicuspid aortic valve,Q23.1,V147,의료비(급여부분),no_conservative_match
326,인대사 및 인산분해효소 장애,Disorders of phosphorus metabolism and phosphatases,E83.3,V189,의료비(급여부분),no_conservative_match
325,인두낭증후군,Pharyngeal pouch syndrome,D82.1,V111,의료비(급여부분),no_conservative_match
323,일차성 색소성 결절성 부신피질 질환,Primary pigmented nodular adrenocortical disease,없음,V900,의료비(급여부분),no_conservative_match
322,일차성 코엔자임 큐텐 신증,primary coenzyme Q10 nephropathy,없음,V900,의료비(급여부분),no_conservative_match
321,입-얼굴-손발 증후군,Oro-facial-digital syndrome,Q87.0,V185,의료비(급여부분),no_conservative_match
320,자가면역 뇌염,Autoimmune encephalitis,G04.8,V900,의료비(급여부분),name_code_conflict
319,자가면역 림프증식 증후군,Autoimmune lymphoproliferative syndrome,없음,V900,의료비(급여부분),no_primary_specialty
316,자폐증 혹은 경련이 있거나 없는 신경발달장애(CUL3 관련),Neurodevelopmental disorder with or without autism or seizures,없음,V900,의료비(급여부분),no_conservative_match
315,잠두중독,Favism,D55.0,V163,의료비(급여부분),no_conservative_match
314,잠복안구증후군,Cryptophthalmos syndrome,Q87.0,V185,의료비(급여부분),no_conservative_match
311,장쇄수산화아실코에이탈수소효소결핍증(VLCAD),Very long chain acyl-CoA dehydrogenase(VLCAD) deficiency,E71.3,V117,의료비(급여부분),no_conservative_match
310,장증상을 동반한 낭성 섬유증,Cystic fibrosis with intestinal manifestations,E84.1,V120,의료비(급여부분),no_conservative_match
309,재발 완화형 다발경화증,Relapsing-remitting multiple sclerosis,G35.0,V022,"의료비(급여부분), 간병비, 인공호흡기 및 기침유발기, 보조기기 구입비",no_conservative_match
307,재발성 지방층염[웨버-크리스찬],Relapsing panniculitis[Weber-Christian],M35.6,V139,의료비(급여부분),no_conservative_match
306,재조합 8번 염색체 증후군,Recombinant chromosome 8 syndrome,없음,V901,의료비(급여부분),no_specialty_membership
305,저감마글로불린혈증 NOS,Hypogammaglobulinaemia NOS,D80.1,V111,의료비(급여부분),no_conservative_match
304,"저긴장, 발작, 언어결여를 동반한 신경발달장애(HECW2관련)","Neurodevelopmental Disorders with hypotonia,seizure and absent language(HECW2)",없음,V900,의료비(급여부분),no_conservative_match
302,"저신장, 손발톱뼈형성이상, 안면이상형태증, 털감소증 증후군 [SOFT 증후군]","Short stature, onychodysplasia, facial dysmorphism, hypotrichosis syndrome [SOFT syndrome]",없음,V900,의료비(급여부분),no_conservative_match
301,저알도스테론증,Hypoaldosteronism,E27.4,V116,의료비(급여부분),no_conservative_match
299,저프로콘버틴혈증,Hypoproconvertinaemia,D68.2,V009,의료비(급여부분),no_conservative_match
298,저형성빈혈 NOS,Hypoplastic anaemia NOS,D61.9,V023,의료비(급여부분),no_conservative_match
295,전신성(∼의) 다발경화증,Multiple sclerosis (of) generalized,G35,V022,"의료비(급여부분), 간병비, 인공호흡기 및 기침유발기, 보조기기 구입비",no_conservative_match
294,전신적으로 발병된 연소성 관절염,Juvenile arthritis with systemic onset,M08.2,V133,의료비(급여부분),no_conservative_match
293,전신홍반루푸스에서의 근병증,Myopathy in systemic lupus erythematosus,M32.1,V136,의료비(급여부분),no_conservative_match
292,전신홍반루푸스에서의 뇌염,Encephalitis in systemic lupus erythematosus,M32.1,V136,의료비(급여부분),no_conservative_match
291,전신홍반루푸스에서의 대뇌동맥염,Cerebral arteritis in systemic lupus erythematosus,M32.1,V136,의료비(급여부분),no_conservative_match
290,전전뇌증(全前腦症),Holoprosencephaly,Q04.2,V900,의료비(급여부분),no_primary_specialty
289,전폐정맥결합이상,Total anomalous pulmonary venous connection,Q26.2,V150,의료비(급여부분),no_conservative_match
288,점상 연골형성이상,Chondrodysplasia punctata,Q77.3,V228,의료비(급여부분),name_code_conflict
287,정성적 혈소판결손,Qualitative platelet defects,D69.1,V106,의료비(급여부분),no_conservative_match
286,제10인자[스튜어트-프라워]의 결핍,Ⅹ[Stuart-Prower] deficiency of factor,D68.2,V009,의료비(급여부분),no_conservative_match
285,제12인자[하게만]의 결핍,ⅩⅡ[Hageman] deficiency of factor,D68.2,V009,의료비(급여부분),no_conservative_match
284,제13인자[피브린안정화]의 결핍,ⅩⅢ[Fibrin-stabilizing] deficiency of factor,D68.2,V009,의료비(급여부분),no_conservative_match
283,제1공심방중격결손(Ⅰ형),Ostium primum atrial septal defect (type Ⅰ),Q21.2,V269,의료비(급여부분),no_conservative_match
282,제1인자[피브리노젠]의 결핍,Ⅰ[Fibrinogen] deficiency of factor,D68.2,V009,의료비(급여부분),no_conservative_match
281,제2인자[프로트롬빈]의 결핍,Ⅱ[Prothrombin] deficiency of factor,D68.2,V009,의료비(급여부분),no_conservative_match
280,제5인자[불안정]의 결핍,Ⅴ[Labile] deficiency of factor,D68.2,V009,의료비(급여부분),no_conservative_match
279,제7인자[안정]의 결핍,Ⅶ[Stable] deficiency of factor,D68.2,V009,의료비(급여부분),no_conservative_match
278,제8인자결핍(기능적 결함을 동반),Deficiency factor Ⅷ (with functional defect),D66,V009,의료비(급여부분),no_conservative_match
277,제9인자결핍(기능적 결함을 동반),Factor Ⅸ deficiency (with functional defect),D67,V009,의료비(급여부분),no_conservative_match
273,조기수축을 동반하는 양성 어깨종아리[에머리-드라이프스] 근디스트로피,Benign scapuloperoneal with early contractures [Emery-Dreifuss] muscular dystrophy,G71.0,V012,"의료비(급여부분), 간병비, 인공호흡기 및 기침유발기, 보조기기 구입비",no_conservative_match
272,조로증,Progeria,E34.8,V166,의료비(급여부분),no_primary_specialty
271,조직흑갈병,Ochronosis,E70.2,V117,"의료비(급여부분), 특수분유 및 저단백즉석밥",no_conservative_match
270,종양 괴사 인자 수용체와 관련된 주기성 증후군,Tumor necrosis factor receptor- associated periodic syndrome,없음,V900,의료비(급여부분),no_conservative_match
269,좌상대정맥존속,Persistent left superior vena cava,Q26.1,V150,의료비(급여부분),no_conservative_match
268,좌측 결장염,Left side colitis,K51.5,V131,의료비(급여부분),no_conservative_match
267,좌측전위,Laevotransposition,Q20.5,V144,의료비(급여부분),no_conservative_match
266,주기마비(가족성) 저칼륨혈성,Hypokalaemic periodic paralysis (familial),G72.3,V258,의료비(급여부분),no_conservative_match
265,주기성 호중구감소,Periodic neutropenia,D70,V108,의료비(급여부분),no_conservative_match
264,주로 단신과 관련된 선천기형증후군,Congenital malformation syndromes predominantly associated with short stature,Q87.1,V158,의료비(급여부분),no_conservative_match
263,주로 얼굴형태에 영향을 주는 선천기형증후군,Congenital malformation syndromes predominantly affecting facial appearance,Q87.0,V185,의료비(급여부분),no_conservative_match
262,주버트 증후군,Joubert syndrome,Q04.3,V900,의료비(급여부분),no_conservative_match
261,주조직적합성복합체I형결핍,Major histocompatibility complex class I deficiency,D81.6,V111,의료비(급여부분),no_conservative_match
260,주조직적합성복합체Ⅱ형결핍,Major histocompatibility complex class Ⅱ deficiency,D81.7,V111,의료비(급여부분),no_conservative_match
259,중간형 지중해빈혈,Intermedia thalassaemia,D56.1,V232,의료비(급여부분),no_conservative_match
257,중증 베타지중해빈혈,Severe beta thalassaemia,D56.1,V232,의료비(급여부분),no_conservative_match
256,중증 지중해빈혈,Major thalassaemia,D56.1,V232,의료비(급여부분),no_conservative_match
255,중증 화농성 한선염,"Hidradenitis suppurativa, severe",L73.22,V309,의료비(급여부분),no_conservative_match
254,중증[뒤쉔] 근디스트로피,Severe[Duchenne] muscular dystrophy,G71.0,V012,"의료비(급여부분), 간병비, 인공호흡기 및 기침유발기, 보조기기 구입비",no_conservative_match
252,중증복합면역결핍장애 NOS,Severe combined immunodeficiency disorder [SCID]) NOS,D81.9,V111,의료비(급여부분),no_conservative_match
250,중추신경계통의 원발성 혈관염,Primary angiitis of central nervous system (PACNS),없음,V900,의료비(급여부분),no_conservative_match
249,증상성 근긴장증,Symptomatic myotonia,G71.1,V012,"의료비(급여부분), 간병비, 인공호흡기 및 기침유발기, 보조기기 구입비",no_conservative_match
248,지대 근디스트로피,Limb-girdle muscular dystrophy,G71.0,V012,"의료비(급여부분), 간병비, 인공호흡기 및 기침유발기, 보조기기 구입비",name_code_conflict
